NOME_EMPRESARIAL,NOME_CARGA,CNPJ_CARGA,CODIGO_CARGA
REDE CH4 DE COMBUSTIVEIS LTDA,POSTOS PITUBA - AUTO P. DO TRABALHO III,4131401000131.0,961974
REDE CH4 DE COMBUSTIVEIS LTDA,POSTOS PITUBA - POSTO SÃO GERALDO,4131401000131.0,961993
REDE CH4 DE COMBUSTIVEIS LTDA,POSTOS PITUBA - POSTO CÂNDIDO BENÍCIO,4131401000131.0,961995
REDE CH4 DE COMBUSTIVEIS LTDA,POSTOS PITUBA  JR POSTOS DE COMBUSTÍVEIS,4131401000131.0,966477
REDE CH4 DE COMBUSTIVEIS LTDA,POSTOS PITUBA - PUROGAS MUTONDO,4131401000131.0,967461
REDE CH4 DE COMBUSTIVEIS LTDA,POSTOS PITUBA - POSTO JARDIM UBA,4131401000131.0,967491
REDE CH4 DE COMBUSTIVEIS LTDA,POSTOS PITUBA - PUROGAS MUTUA,4131401000131.0,971825
REDE CH4 DE COMBUSTIVEIS LTDA,POSTOS PITUBA - P. NOVA PONTE DE CAMPOS,4131401000131.0,972028
REDE CH4 DE COMBUSTIVEIS LTDA,POSTOS PITUBA - MUTUA 53,4131401000131.0,977616
REDE CH4 DE COMBUSTIVEIS LTDA,POSTO PITUBA - AUTO POSTO LP FRANCIS,4131401000131.0,995530
INTERCITY COMERCIO E INDUSTRIA DE ARTEFATOS DE CIMENTO LTDA,MGM LOCACOES,4676906000181.0,956795
ULTRATERM INDUSTRIA E COMERCIO LTDA,ULTRATERM,64931652000122.0,958330
HINOVE AGROCIENCIA S.A.,Hinove - 42536758,14031191000406.0,961996
AGROPECUARIA MASUTTI LTDA,Agropecuária Masutti,26595181000130.0,959568
TAMOIO MINERACAO S/A,TAMOIO MINERACAO,33051624000197.0,958488
EDR CONSTRUCOES LTDA,EDR CONSTRUÇÕES LTDA,2598608000195.0,955888
F L P INDUSTRIA E COMERCIO DE PLASTICO LTDA,FLP PLASTICOS ITAQUA - UC 151088043,33160850000106.0,958391
CONDOMINIO PARQUE DA CIDADE,Parque da Cidade - UC 203743715,24302343001140.0,955570
CONDOMINIO PARQUE DA CIDADE,Parque da Cidade - UC 203747985,24302343000179.0,955588
CONDOMINIO PARQUE DA CIDADE,Parque da Cidade  - UC 203775905,24302343001140.0,956724
CONDOMINIO PARQUE DA CIDADE,Parque da Cidade - UC 203747850,24302343001221.0,966001
HIDROMAS BRASIL LTDA,CORAL INDUSTRIA DE EQUIPAMENTOS LTDA,26100938000177.0,957543
GERACAO BIOMASSA  VISTA  ALEGRE I S.A.,UTE VIST ALEG CARGA,14180940000203.0,953930
TORO NEGRO ADMINISTRACAO E PARTICIPACOES SOCIETARIAS LTDA.,Toro Negro UC 94237727,32138587000196.0,961185
TORO NEGRO ADMINISTRACAO E PARTICIPACOES SOCIETARIAS LTDA.,Toro Negro UC 106562720,32138587000196.0,961205
TORO NEGRO ADMINISTRACAO E PARTICIPACOES SOCIETARIAS LTDA.,Toro Negro UC 41165519,32138587000196.0,961214
TORO NEGRO ADMINISTRACAO E PARTICIPACOES SOCIETARIAS LTDA.,Toro Negro UC 50106538,32138587000196.0,961251
IMERYS DO BRASIL COMERCIO DE EXTRACAO DE MINERIOS LTDA,IMERYS RT043 CACHOEIRO,61327904004612.0,898685
G & G AUTO POSTO LTDA,GRAAL - BARUERI,718778000130.0,955569
G & G AUTO POSTO LTDA,GRAAL - G e G POSTO - UC 5817374,718778000130.0,958760
G & G AUTO POSTO LTDA,GRAAL - RANCHO 53 - UC 2036307366,718778000130.0,973383
VITERRA BIOENERGIA S.A.,CARGA UTE RIO VERMELHO 1,68316801000102.0,954394
CURTUME TOURO LTDA,Curtume Touro,46432019000108.0,958459
IMERYS DO BRASIL COMERCIO DE EXTRACAO DE MINERIOS LTDA,IMERYS RT043 ITAOCA,61327904004531.0,898706
CONDOMINIO DO EDIFICIO RIO METROPOLITAN CENTER,Rio Metropolitan,888877000160.0,959653
COLEGIO ELEVA EDUCACAO LTDA,ESCOLA ELEVA URCA,20151362000603.0,960186
GRF COMERCIO E PROCESSAMENTO DE MADEIRAS S/A EM RECUPERACAO JUDICIAL,GRF MADEIRAS,29346321000205.0,945109
ZINPAO INDUSTRIA DE ALIMENTOS LTDA,ZINPAO FILIAL 01,2160490000119.0,956799
ZINPAO INDUSTRIA DE ALIMENTOS LTDA,ZINPAO INDUSTRIA DE ALIMENTOS LTDA,2160490000119.0,956808
ATLAS COPCO BRASIL LTDA,ATLAS COPCO BRASIL LTDA 203319396,57029431004780.0,953272
ATLAS COPCO BRASIL LTDA,ATLAS COPCO 200890943,57029431004195.0,963089
GERDAU ACOS LONGOS S.A.,GERDAU CAUCAIA,7358761034578.0,947831
MINERACAO DO OESTE LTDA,Mineração do Oeste Ltda,13194410000162.0,954601
GRANILUXI IND. E COMERCIO DE MARMORES E GRANITOS LTDA.,Graniluxi,4734436000165.0,958808
GRANILUXI IND. E COMERCIO DE MARMORES E GRANITOS LTDA.,MERIDIONAL,7876008000165.0,958811
FRIGELAR COMERCIO E INDUSTRIA LTDA,Frigelar - FILIAL 01 - UC 72377534,92660406000119.0,960737
FRIGELAR COMERCIO E INDUSTRIA LTDA,Frigelar - FILIAL 28 - UC 3085654483,92660406002839.0,960743
FRIGELAR COMERCIO E INDUSTRIA LTDA,Frigelar - FILIAL 30 - UC 66874637,92660406003053.0,960789
FRIGELAR COMERCIO E INDUSTRIA LTDA,Frigelar - FILIAL 14 - UC 3085410382,92660406001433.0,960790
FRIGELAR COMERCIO E INDUSTRIA LTDA,Frigelar - FILIAL 16 - UC 3085416293,92660406001603.0,964503
ITALO SUPERMERCADOS LTDA,ITALO 23-CPNM UC 109133404,4768477002388.0,957201
PROFARMA DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS SA,PROFARMA DISTRIB DE PRODUT FARMAC LTDA,45453214001557.0,958820
PROFARMA DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS SA,PROFARMA DISTRIBUIDORA DE PRODUTOS FARMA,45453214001557.0,958832
PROFARMA DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS SA,07 - Unidade MT,45453214004149.0,972250
PROFARMA DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS SA,03 - SPi,45453214001042.0,978425
CONDOMINIO PARQUE DA CIDADE,Parque da Cidade - TJ,24302343000500.0,959417
KRONA ULTRATERM LTDA,KRONA ULTRATERM,38441355000199.0,958929
ELDORADO BRASIL CELULOSE LOGISTICA LTDA,ELDORADO UC 4003616580,39457145000151.0,962118
IMEXDEN INDUSTRIA E COMERCIO LTDA,IMEXDEN COM IMP E EXP MAQ E EQUIPAMENTOS,15235149000127.0,958389
IGREJA EVANGELICA CRISTO VIVE - CATEDRAL,Igreja Cristo Vive,28635571000111.0,958325
VITORIA INDUSTRIA DE VIDROS LTDA,Vitória Vidros,13962219000113.0,957613
CONDOMINIO WTORRE NACOES UNIDAS,WTNU 1 e 2,11283961000177.0,960323
DIFERRO ACOS ESPECIAIS LTDA.,Diferro Aços Especiais Ltda3,90115577000727.0,958220
DIFERRO ACOS ESPECIAIS LTDA.,Diferro Aços Especiais Ltda1,90115577000727.0,958284
DIFERRO ACOS ESPECIAIS LTDA.,Diferro Aços Especiais Ltda2,90115577000484.0,958333
DIFERRO ACOS ESPECIAIS LTDA.,Diferro Aços 4,90115577000131.0,963167
DIFERRO ACOS ESPECIAIS LTDA.,Diferro Aços Especiais Ltda5,90115577000131.0,964406
GARE COMERCIO DE ALIMENTOS LTDA,VIL - GARE MC DONALDS,22932687000802.0,957489
GARE COMERCIO DE ALIMENTOS LTDA,PLD - GARE MC DONALDS,22932687000802.0,957597
GARE COMERCIO DE ALIMENTOS LTDA,RVE - GARE MC DONALDS,22932687000802.0,957616
GARE COMERCIO DE ALIMENTOS LTDA,RDS - GARE MC DONALDS,22932687000802.0,957636
GARE COMERCIO DE ALIMENTOS LTDA,SMN - GARE DONALDS,22932687000802.0,957877
GARE COMERCIO DE ALIMENTOS LTDA,SPD - GARE MC DONALDS,22932687000802.0,960854
GARE COMERCIO DE ALIMENTOS LTDA,HIP - GARE MC DONALDS,22932687000802.0,961772
GARE COMERCIO DE ALIMENTOS LTDA,PIE - GARE MC DONALDS,22932687000802.0,962687
GARE COMERCIO DE ALIMENTOS LTDA,SAZ - GARE MC DONALDS,22932687000802.0,962740
SAO DOMINGOS S.A. INDUSTRIA GRAFICA,SD - UC 9/4025896-4,47064738000186.0,960308
SAO DOMINGOS S.A. INDUSTRIA GRAFICA,SD - UC 9/4025897-2,47064738000186.0,960333
NEOLUBES INDUSTRIA DE LUBRIFICANTES LTDA,Neolubes,41778008000160.0,72274
CPA CENTRAL DE PLASTICOS ABRANTES LTDA,CPA Central de Plásticos Abrantes Ltda,6276452000187.0,958394
DAKOTA NORDESTE S/A,DAKOTA NORDESTE - Maranguape,465813000319.0,954114
DAKOTA NORDESTE S/A,DAKOTA NORDESTE - Quixadá,465813000580.0,956340
"VIAMAR VEICULOS, PECAS E SERVICOS LTDA",Viamar PB (MTE0003651),2020620000541.0,955317
RECIFE ADMINISTRACAO IMOBILIARIA SPE LTDA,RECIFE OUTLET,33427551000195.0,957436
CAMERA AGROINDUSTRIAL S.A.,CAMERA - CASA TUPARENDI - UC 3083218197,98248644007704.0,956010
DAIKIN AR CONDICIONADO AMAZONAS LTDA,DAIKIN - UC 0927476-6,18073380000150.0,955889
ALVARENGA ADMINISTRADORA DE BENS PROPRIOS LTDA,ALVARENGA,12031413000112.0,956760
LANDIM FERREIRA INDUSTRIA E COMERCIO LTDA.,BARRA DO PIRAI (UC 420263018),3690406000131.0,960364
ELECTROLUX DO BRASIL S/A,ELECTROLUX CURITIBA JL (70238120),76487032004031.0,963814
IMERYS DO BRASIL COMERCIO DE EXTRACAO DE MINERIOS LTDA,Imerys Itatex Mogi,61327904004701.0,953468
DASS PRINT LTDA,DASS PRINT LTDA,47150353000131.0,937770
CONDOMINIO MINAS SHOPPING,MINAS SHOPPING - LOJAS,65162380000106.0,71467
LOGOPLASTE DO BRASIL LTDA,LOGOPLASTE CONTAGEM - UC 3009014622,359256001676.0,954151
CONDOMINIO LOG FEIRA DE SANTANA,Condominio Log Feira de Santana,23834246000164.0,957903
ECOWOOD INDUSTRIAL LTDA,ECOWOOD - UC 3093056694,3890623000175.0,961186
ICL ADITIVOS E INGREDIENTES LTDA,ICL INGREDIENTES - CAJATI,45992535000396.0,896689
PRIMA SOLE COMPONENTES AUTOMOTIVOS LTDA,PRIMA SOLE PINDA II - UC 151199484,2226126000538.0,956633
UNEF UNIDADE DE ENSINO SUPERIOR DE FEIRA DE SANTANA LTDA,UNIEFS,3401083000119.0,932023
"B3 S.A. - BRASIL, BOLSA, BALCAO",B3 BOLSA - DC SPA,9346601000125.0,957906
COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,CAGEPA - R5,9123654000187.0,955998
COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,CAGEPA - EEE CATINGEIRA,9123654000187.0,958009
COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,CAGEPA - ITATUBA,9123654000187.0,958699
COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,CAGEPA - EEZ,9123654000187.0,961707
COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,CAGEPA - EB04,9123654000187.0,961719
COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,CAGEPA - SEMARH EB3 MALTA,9123654000187.0,961722
COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,CAGEPA - EB1 SÃO BENTINHO,9123654000187.0,961724
COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,CAGEPA-ETA SAO GONCALO,9123654000187.0,961726
COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,CAGEPA - TAMBAUZINHO,9123654000187.0,961741
COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,CAGEPA-EEA I CAPTACAO,9123654000187.0,961757
COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,CAGEPA - EEA EET,9123654000187.0,961766
COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,CAGEPA - EEA 4,9123654000187.0,961780
COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,CAGEPA - EE-III,9123654000187.0,961782
COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,CAGEPA - R IX A EEA,9123654000187.0,961785
COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,CAGEPA - ELEVATORIA EB2,9123654000187.0,961792
COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,CAGEPA - HORONDONGO,9123654000187.0,961828
COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,CAGEPA - EEA R IX,9123654000187.0,961837
COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,CAGEPA - ETA SAPE,9123654000187.0,961842
COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,CAGEPA - EEA 2 - ADUTORA DO CARIRI,9123654000187.0,961847
COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,CAGEPA - MUMBABA,9123654000187.0,961850
COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,CAGEPA - BOQUEIRAO CAPTACAO FLUTUANTE,9123654000187.0,961853
COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,CAGEPA-EEA 1 ADT CARIRI,9123654000187.0,961855
COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,CAGEPA - TAUA,9123654000187.0,961872
COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,CAGEPA-ETA CAJAZEIRAS,9123654000187.0,961903
COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,CAGEPA - BESSA,9123654000187.0,961904
COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,CAGEPA - EE 03 CAMPINA GRANDE,9123654000187.0,961929
COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,CAGEPA - ETA DE ARACAGI,9123654000187.0,961941
COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,CAGEPA - EEAB 02,9123654000187.0,961960
COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,CAGEPA - EB2 SÃO BENTINHO,9123654000187.0,961961
COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,CAGEPA - EST 01 CAMARA,9123654000187.0,963386
COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,CAGEPA - EST 02 CAMARA,9123654000187.0,963633
MERCK SHARP & DOHME SAUDE ANIMAL LTDA,Merck Sharp & Dohme Saude Animal LTDA,7954091001387.0,935085
OGGI SORVETES  LTDA,OGGI BARRA,1621399000433.0,919052
FERRAMENTAS MINASUL INDUSTRIA E COMERCIO LTDA,Ferramentas Minasul,5451254000140.0,957901
HOTELARIA ACCOR BRASIL S/A,IBIS SP CONGONHAS - UC MTE0012339,9967852006400.0,956315
GELO ATIBAIA INDUSTRIA E COMERCIO LTDA.,Gelo Atibaia,16928698000140.0,963907
GRANJA AVICOLA BOM FRANGO LTDA,BOM FRANGO -FBCA DE RACOES-UC 3091165307,94305091000117.0,956008
SUZANO S.A.,SUZANO - Campinas,16404287003685.0,955093
SUZANO S.A.,SUZANO - Santa Branca,16404287047119.0,954791
DUNAX LUBRIFICANTES LTDA,DUNAX LUBRIFICANTES,5092901000921.0,958355
ASTOPEL EMBALAGENS LTDA,ASTOPEL EMBALAGENS LTDA,14297179000103.0,946860
PESCADOS SOUSA LTDA,Pescados Sousa,5659711000196.0,964575
SUZANO S.A.,SUZANO - Term Aparecida,16404287048190.0,955050
SUZANO S.A.,SUZANO CACHOEIRO DE ITAPEMIRIM,16404287067225.0,941417
LABOVET PRODUTOS VETERINARIOS LTDA,LABOVET Unidade 1 - UC 1625556,34362558000139.0,958202
LABOVET PRODUTOS VETERINARIOS LTDA,LABOVET Unidade 2 - UC 1775292,34362558000210.0,958263
CEREAIS PAGNUSSAT LTDA.,Casca RGE,4363474000744.0,958234
CEREAIS PAGNUSSAT LTDA.,Soledade CERFOX,4363474000663.0,958259
P2P IND. E COM. DE PLASTICOS INJETADOS LTDA,P2P - 203993583,14803005000167.0,958187
SUZANO S.A.,SUZANO - Aterro Jacarei,16404287045418.0,954853
VALLOUREC TUBOS PARA INDUSTRIA S.A,VALLOUREC VTI - UC 150131996,39952546000340.0,955243
VALLOUREC TUBOS PARA INDUSTRIA S.A,VALLOUREC - UC 101303,39952546000501.0,957889
PINHAIS ADMINISTRADORA DE IMOVEIS LTDA,Pinhais - Avenida - UC 91100771,17870489000155.0,961656
PINHAIS ADMINISTRADORA DE IMOVEIS LTDA,Pinhais - Buenos Aires - UC 73120413,17870489000155.0,961658
PINHAIS ADMINISTRADORA DE IMOVEIS LTDA,Pinhais - Colombo - UC 87168774,17870489000155.0,961678
PINHAIS ADMINISTRADORA DE IMOVEIS LTDA,Pinhais - UC 106000780,17870489000155.0,961698
AMAZON SERVICOS DE VAREJO DO BRASIL LTDA.,AMAZON GIG1,15436940001410.0,957994
AMAZON SERVICOS DE VAREJO DO BRASIL LTDA.,AMAZON CNF1,15436940000952.0,958534
AMAZON SERVICOS DE VAREJO DO BRASIL LTDA.,AMAZON GRU5,15436940000367.0,958578
AMAZON SERVICOS DE VAREJO DO BRASIL LTDA.,AMAZON GRU8,15436940001258.0,962296
AMAZON SERVICOS DE VAREJO DO BRASIL LTDA.,AMAZON GRU9,15436940001843.0,971883
COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO CESAN,CESAN - EAB ALTO RECALQUE - 9500046,28151363000147.0,958265
COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO CESAN,CESAN - EAB BAIXO RECALQUE - 9500050,28151363000147.0,962215
COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO CESAN,CESAN - ETA REIS MAGOS - 160678258,28151363000147.0,962231
COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO CESAN,CESAN - EAT JACARAIPE - 9500101,28151363000147.0,964572
COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO CESAN,CESAN - EAT PLANALTO - 9500088,28151363000147.0,964772
COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO CESAN,CESAN - EAB SANTA MARIA - 9500087,28151363000147.0,964808
COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO CESAN,CESAN - EAB JABUTI - 9500776,28151363000147.0,965537
SAO CRISTOVAO INVESTIMENTOS E PARTICIPACOES S/A,BIG BOX - GUARÁ - 20373090,8492764000153.0,958582
FUNDACAO EDUCACIONAL SEVERINO SOMBRA,FUSVE RADIOTERAPIA,32410037000184.0,957720
CONDOMINIO CIVIL MAUA PLAZA SHOPPING,MAUA PLAZA SHOPPING,36648656000162.0,7306
LIV UP COMERCIO DE ALIMENTOS LTDA,LIV UP - ALDEIA,23353693000606.0,959729
LIV UP COMERCIO DE ALIMENTOS LTDA,LIV UP SAUDE,23353693000100.0,960113
ASSOCIACAO DA INSTITUIDORA E DOS LOCATARIOS DO REC NACOES UNIDAS,GoodStorage,35252298000101.0,957019
IEDUC - INSTITUTO DE EDUCACAO E CULTURA S/A,IEDUC ANITA GARIBALDI UC.31259339,8446503003031.0,892023
IEDUC - INSTITUTO DE EDUCACAO E CULTURA S/A,IEDUC UNICURITIBA - UC - 53765567,8446503003465.0,917969
IEDUC - INSTITUTO DE EDUCACAO E CULTURA S/A,IEDUC FLN - UC.31182077,8446503003627.0,960279
IEDUC - INSTITUTO DE EDUCACAO E CULTURA S/A,IEDUC ITJ - UC.25511875,8446503002906.0,960328
SAO CRISTOVAO INVESTIMENTOS E PARTICIPACOES S/A,BIG BOX - CEILANDIA - 20372965,8492764000153.0,959663
SAO CRISTOVAO INVESTIMENTOS E PARTICIPACOES S/A,BIG BOX - SOBRADINHO - 17946360,8492764000153.0,960554
SAO CRISTOVAO INVESTIMENTOS E PARTICIPACOES S/A,BIG BOX - ITAPUÃ - 20373031,8492764000153.0,960646
FBC INDUSTRIA E COMERCIO DE EMBALAGENS PLASTICAS LTDA,FBC,32314495000110.0,956727
MOLDAVA EMPREENDIMENTOS E PARTICIPACOES S/A,SUPER CONVEM - PIRA 01 - UC 11671530,18872732000137.0,958252
MOLDAVA EMPREENDIMENTOS E PARTICIPACOES S/A,SUPER CONVEM - ATIBAIA - UC 5370728,18872732000137.0,958298
MOLDAVA EMPREENDIMENTOS E PARTICIPACOES S/A,SUPER CONVEM -BJ PERD -UC 32694822,18872732000137.0,958334
MOLDAVA EMPREENDIMENTOS E PARTICIPACOES S/A,SUPER CONVEM - PIRA CEN- UC 29363403,18872732000137.0,958591
MOLDAVA EMPREENDIMENTOS E PARTICIPACOES S/A,SUPER CONVEM -BRAG PTA - UC 9/4866347-0,18872732000137.0,958594
MOLICENTER SUPERMERCADO LTDA,MOLICENTER SUPERMERCADO - UC 109676270,3089961000374.0,958851
MOLICENTER SUPERMERCADO LTDA,MOLICENTER - APUCARANA - UC 69405158,3089961000293.0,962785
MOLICENTER SUPERMERCADO LTDA,MOLICENTER - ARAPONGAS - UC 81301685,3089961000102.0,963810
ATACADAO BARATAO LTDA,BARATÃO - LJ 05 - UC 8/1065300-4,12402398000503.0,957486
ATACADAO BARATAO LTDA,BARATÃO - LJ 06 - UC 8/3125702-5,12402398000686.0,957518
ATACADAO BARATAO LTDA,BARATÃO - LJ 02 - UC 8/888629-3,12402398000252.0,957539
ATACADAO BARATAO LTDA,BARATÃO - LJ 03 - UC 8/55674-6,12402398000333.0,963582
ISOBRAR INDUSTRIA E COMERCIO DE EMBALAGENS LTDA,Isobrar Ind e Com de Embalagens,28532048000160.0,958286
HOTEL MAJESTIC S A,HOTEL MAGESTIC FILIAL UC 0042622042,43121946000380.0,960438
HOTEL MAJESTIC S A,HOTEL MAJESTIC MATRIZ UC 0035420855,43121946000119.0,960456
LINHA AMARELA S/A - LAMSA,LAMSA - TUNEL ERPS,974211000125.0,957480
LINHA AMARELA S/A - LAMSA,LAMSA - PREDIO ADM,974211000125.0,957525
ALIANCA METALURGICA S.A.,Aliança Metalúrgica,61143632000107.0,960317
NAZCA COSMETICOS INDUSTRIA E COMERCIO LTDA,NAZCA COSMETICOS,56851355000149.0,958854
LABORATORIO FARMACEUTICO DO ESTADO DE PERNAMBUCO GOVERNADOR MIGUEL ARRAES S/A - LAFEPE,LAFEPE - SUBESTAÇÃO I - DISOL II,10877926000113.0,959602
LABORATORIO FARMACEUTICO DO ESTADO DE PERNAMBUCO GOVERNADOR MIGUEL ARRAES S/A - LAFEPE,LAFEPE - SUBESTAÇÃO II - ADMINISTRATIVO,10877926000113.0,959655
DISTRIBUIDORA DE AGUA CAMACARI S/A,DAC - PA 15,1944031000163.0,922192
TRES TENTOS AGROINDUSTRIAL S/A,TRES TENTOS VERA,94813102005058.0,958622
DISTRIBUIDORA DE AGUA CAMACARI S/A,DAC - PA 21,1944031000163.0,922232
DISTRIBUIDORA DE AGUA CAMACARI S/A,DAC - PA 18,1944031000163.0,922213
ROSSINE BARBOSA CARTAXO LTDA,Rossine - Matriz,18607223000187.0,935953
SERRA AZUL WATER PARK S/A,WETN WILD,545378000170.0,959000
BUSA - INDUSTRIAL E COMERCIAL LTDA,BUSA GUARA - UC 19868499,49211493000106.0,955936
BUSA - INDUSTRIAL E COMERCIAL LTDA,BUSA LENIORS - UC 4002917763,49211493000440.0,961136
FRIGOL S.A.,FRIGOL BOVINOS AAN,68067446001068.0,907524
SIGMA MINERACAO S.A.,SIGMA MINERAÇÃO ITINGA,16482121000238.0,963435
EMBAQUIM INDUSTRIA E COMERCIO LTDA,EMBAQUIM SBC - UC MTE0002776,43601467000108.0,70451
QUIMASSA MINERACAO LTDA,QUIMASSA - UC 18456235,43057145000131.0,908382
ASSOCIACAO DO CONDOMINIO DO NORTH SHOPPING FORTALEZA,NORTH FORTALEZA,18240042000165.0,889996
ASSOCIACAO DO CONDOMINIO DO NORTH SHOPPING FORTALEZA,NORTH FORTALEZA ADM,17792484000151.0,936142
PITAGORAS SISTEMA DE EDUCACAO SUPERIOR SOCIEDADE S.A.,4098 - Beira Rio 6/68302-9,3239470009823.0,71087
PITAGORAS SISTEMA DE EDUCACAO SUPERIOR SOCIEDADE S.A.,4101 - Unime Lauro de Freitas 3062595,3239470010163.0,923146
BEAUTY LAB DO BRASIL LTDA.,BEAUTY LABOR DO BRASIL LTDA FILIAL,9427823000172.0,955899
BEAUTY LAB DO BRASIL LTDA.,BEAUTY LABOR DO BRASIL LTDA MATRIZ,9427823000172.0,955900
PANCRISTAL LTDA,PANCRISTAL LTDA,12815437000162.0,958815
CONDOMINIO SHOPPING CENTER IBIRAPUERA,SHOP IBIRAPUERA,53985982000184.0,961353
CHOCOLATES GAROTO LTDA.,GAROTO MONTES CLAROS,28053619011541.0,7960
COOPERATIVA AGROINDUSTRIAL COPAGRIL,COPAGRIL - GUAIRA 2 - UC 27895599,81584278000317.0,954376
DISTRIBUIDORA DE AGUA CAMACARI S/A,DAC - PA 20,1944031000163.0,922231
DISTRIBUIDORA DE AGUA CAMACARI S/A,DAC - PA 17,1944031000163.0,922212
COOPERATIVA AGROINDUSTRIAL COPAGRIL,COPAGRIL - SUP - ELDORADO - UC 18346320,81584278006358.0,954387
MRS LOGISTICA S/A,MRS RJ - ELETRO P2-14,1417222000509.0,914352
MRS LOGISTICA S/A,MRS - RJ - OF. DE LOCOS B.P.,1417222000509.0,939367
DISTRIBUIDORA DE AGUA CAMACARI S/A,DAC - PA 23,1944031000163.0,953642
COOPERATIVA AGROINDUSTRIAL COPAGRIL,COPAGRIL - MERCEDES - UC 28889827,81584278000236.0,954354
DISTRIBUIDORA DE AGUA CAMACARI S/A,DAC - PA 19,1944031000163.0,922214
CONCESSIONARIA CATARINENSE DE RODOVIAS S.A.,P3,36763716000198.0,959648
CONCESSIONARIA CATARINENSE DE RODOVIAS S.A.,FORMIGÃO,36763716000198.0,959685
CONCESSIONARIA CATARINENSE DE RODOVIAS S.A.,P2,36763716000198.0,959688
CONCESSIONARIA CATARINENSE DE RODOVIAS S.A.,Morro do Agudo,36763716000198.0,959713
CONCESSIONARIA CATARINENSE DE RODOVIAS S.A.,P1,36763716000198.0,959714
CONCESSIONARIA CATARINENSE DE RODOVIAS S.A.,P4,36763716000198.0,959732
RUMO MALHA CENTRAL S.A.,TERMINAL RIO VERDE,33572408000197.0,959624
CONDOMINIO DO EDIFICIO QUEIROZ GALVAO CENTRO EMPRESARIAL - TORRE JANETE COSTA,Torre Janete Costa,17488124000160.0,961234
CONDOMINIO FARIA LIMA PLAZA,FARIA LIMA PLAZA,44874603000198.0,958837
CONCESSIONARIA DO BLOCO CENTRAL S.A.,Goiânia I,42206269000179.0,961692
CONCESSIONARIA DO BLOCO CENTRAL S.A.,Goiânia II,42206269000179.0,962500
CONCESSIONARIA DO BLOCO CENTRAL S.A.,CCR BLOCO CENTRAL CNPJ42.206.269/0001-79,42206269000179.0,990965
CONCESSIONARIA DO BLOCO SUL S.A.,Londrina - 54590957,42130537000701.0,963477
CONCESSIONARIA DO BLOCO SUL S.A.,Curitiba ETE UC 33137170,42130537000973.0,973632
CONCESSIONARIA DO BLOCO SUL S.A.,Bagé,42130537000469.0,975253
CONCESSIONARIA DO BLOCO SUL S.A.,Pelotas,42130537000388.0,975263
CONCESSIONARIA DO BLOCO SUL S.A.,Bacacheri 112538215,42130537001007.0,978648
CONCESSIONARIA DO BLOCO SUL S.A.,Curitiba 34184597,42130537000973.0,980602
