NOME_EMPRESARIAL,NOME_CARGA,CNPJ_CARGA,CODIGO_CARGA
CONCESSIONARIA DO BLOCO SUL S.A.,Navegantes,42130537000540.0,984523
CONCESSIONARIA DO BLOCO SUL S.A.,Joinville,42130537000892.0,989824
CONCESSIONARIA DO BLOCO SUL S.A.,CCR AERO - Uruguaiana,42130537000116.0,997081
DISTRIBUIDORA DE AGUA CAMACARI S/A,DAC - PA 22,1944031000163.0,922215
COOPERATIVA TRITICOLA TAPERENSE LTDA,249104 COTRISOJA - VRS,97663728006176.0,955019
COOPERATIVA TRITICOLA TAPERENSE LTDA,249109 COTRISOJA SELBACH 223,97663728002260.0,955020
COOPERATIVA TRITICOLA TAPERENSE LTDA,6835701 COTRISOJA - AG SELBACH,97663728000135.0,955022
COOPERATIVA TRITICOLA TAPERENSE LTDA,249100 COTRISOJA LI FLORESTA,97663728003070.0,955049
COOPERATIVA TRITICOLA TAPERENSE LTDA,249110 COTRISOJA - JÓIA,97663728006508.0,955051
COOPERATIVA TRITICOLA TAPERENSE LTDA,249101 COTRISOJA - VICTOR GRAEFF,97663728001700.0,955056
COOPERATIVA TRITICOLA TAPERENSE LTDA,249111 COTRISOJA - SAO JOSE,97663728006338.0,955071
COOPERATIVA TRITICOLA TAPERENSE LTDA,249105 COTRISOJA INDUSTRIAL,97663728006419.0,955073
COOPERATIVA TRITICOLA TAPERENSE LTDA,SELBACH - ELETROCAR,97663728003665.0,957062
COOPERATIVA TRITICOLA TAPERENSE LTDA,COTRISOJA - TAPERA,97663728003231.0,960000
COOPERATIVA TRITICOLA TAPERENSE LTDA,COTRISOJA - S CLARA DO INGAÍ 3085575508,97663728006257.0,972793
BUTILAMIL INDUSTRIAS REUNIDAS S/A,Butilamil Industrias Reunidas S.A.,54361175000153.0,959623
COMERCIO DE MEDICAMENTOS BRAIR LTDA,FARMÁCIA SÃO JOÃO - CD,88212113111947.0,956778
COMERCIO DE MEDICAMENTOS BRAIR LTDA,8482400 - FARMÁCIA SÃO JOÃO,88212113052754.0,957226
MEDISE MEDICINA DIAGNOSTICO E SERVICOS S.A,RIOS DOR,29259736000403.0,961558
HOSPITAL NORTE D 'OR DE CASCADURA S.A,NORTE DOR,9578217000158.0,958833
COCAL CEREAIS LTDA,COCAL CEREAIS LTDA,25650383000174.0,954595
COPERFIL INDUSTRIA E COMERCIO DE PERFILADOS LTDA,COPERFIL UC 11482028,46742300000147.0,958770
COPERFIL INDUSTRIA E COMERCIO DE PERFILADOS LTDA,COPERFIL UC 30802563,46742300000147.0,958836
COPERFIL INDUSTRIA E COMERCIO DE PERFILADOS LTDA,COPERFIL UC 18445950,46742300000147.0,966563
VEMAG EQUIPAMENTOS INDUSTRIAIS LTDA,VEMAG - UC 39300285,56433543000157.0,963836
ADIMAX - INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.,ADIMAX MG,3887324000696.0,906563
ASSOCIACAO EVANGELICA BENEFICENTE ESPIRITO-SANTENSE - AEBES,Assoc. Evang. Benef. Esp-Santen - AEBES,28127926000161.0,909088
AGRITECH LAVRALE INDUSTRIA DE MAQUINARIO AGRICOLA E COMPONENTES LTDA,AGRITECH,88658984000496.0,935295
IBERO INDUSTRIA BRASILEIRA DE EQUIPAMENTOS RODOVIARIOS S.A.,IBERO INDUSTRIA,4220031000109.0,959012
IBK - INDUSTRIA DE BORRACHAS KAIANA LTDA,SOLRISO,12285002000153.0,958933
IBK - INDUSTRIA DE BORRACHAS KAIANA LTDA,IBK CALCADOS,1752556000105.0,958934
CONDOMINIO DO EDIFICIO BRASIL TELECOM ESTACAO TELEFONICA CENTRO,EDIFICIO CENTRO SUL,5293257000100.0,956439
APSEN FARMACEUTICA S/A,APSEN MATRIZ (MTE0006167),62462015000129.0,956955
"A.L. INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO DE ACESSORIOS PARA VIDRO, ALUMINIO E MATERIAIS DE CONSTRUCAO LTDA",A L INDÚSTRIA - MATRIZ,9406784000127.0,949760
CONCESSIONARIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A,AUTOBAN - SEDE - UC 2036271256,2451848000162.0,934824
AUTOMETAL LTDA,AUTOLINER,59104513000276.0,904967
COOPERATIVA DE CONSUMO DOS BANCARIOS DE ARACATUBA - COOPBANC,Coop.de Cons. dos-Bancário de Araçatuba,43753904000109.0,950322
DAICAST INDUSTRIA E COMERCIO LTDA,DAICAST,60480746000171.0,909905
GRI TOWER BRASIL ESTRUTURAS METALICAS S/A,GRI BR 10,7160404000191.0,961973
PALMASOLA S A MADEIRAS E AGRICULTURA,PALMASOLA,83834101000195.0,960116
LATASA GARIMPEIRO URBANO MINAS COMERCIO DE METAIS LTDA,LATASA GARIMPEIRO BETIM - UC 3014165061,29920713000155.0,958450
ASSOCIACAO PAULISTA DE CIRURGIOES DENTISTAS,APCD,47331822000119.0,944688
SEISA SERVICOS INTEGRADOS DE SAUDE LTDA.,Hospital Next Garulhos,44269579000320.0,950346
SOBAM - CENTRO MEDICO HOSPITALAR S/A,Hospital Pitangueiras,50739135001709.0,953200
JERUEL PLASTICOS INDUSTRIA E COMERCIO LTDA,JERUEL PLASTICOS INDUSTRIA E COMERCIO LT,8357463000117.0,907606
KANJIKO DO BRASIL INDUSTRIA AUTOMOTIVA LTDA.,KANJIKO SALTO,8170305000153.0,903859
PRYSMIAN CABOS E SISTEMAS DO BRASIL S/A,PRYSMIAN CARIACICA,61150751003102.0,71531
PRYSMIAN CABOS E SISTEMAS DO BRASIL S/A,PRYSMIAN VILA VELHA,61150751003528.0,71530
J S FERREIRA FRIGORIFICO LTDA,VALENÇA (UC 400156450),8964218000178.0,961977
ALFA LAVAL AALBORG INDUSTRIA E COMERCIO LTDA,Alfa Laval Aalborg Ind. e Com. Ltda,31120686000188.0,953158
BOGE RUBBER & PLASTICS BRASIL S.A.,BOGE,19414082000149.0,923386
BULKCENTRO TURISMO LTDA,BULKCENTRO,44846285000151.0,950347
INSTITUTO SUPERIOR DE ENSINO CELSO LISBOA,Celso Lisboa,34354282000147.0,950453
D.M. INDUSTRIA E COMERCIO DE VIDROS LTDA,DM VIDROS,3961305000158.0,936368
SOCIEDADE DE ENSINO SUPERIOR ESTACIO DE SA LTDA,ESTÁCIO DE SÁ  - N.IGUAÇU,34075739008320.0,71456
SOCIEDADE DE ENSINO SUPERIOR ESTACIO DE SA LTDA,ESTÁCIO TOM JOBIM II,34075739004090.0,923258
SOCIEDADE DE ENSINO SUPERIOR ESTACIO DE SA LTDA,ESTACIO GOIAS,34075739014053.0,935507
EDIFICIO FARIA LIMA TOWER,FARIA LIMA TOWER (MTE0001838),69274629000126.0,947746
FRASQUIM INDUSTRIA E COMERCIO LTDA,FRASQUIM,57227134000167.0,907785
FUNDACAO BRADESCO,FB CANUANA,60701521000793.0,938593
FUNDACAO BRADESCO,FB BODOQUENA,60701521003113.0,940123
SOLENIS ESPECIALIDADES QUIMICAS LTDA.,SOLENIS PAULINIA,55720908000242.0,901508
KROMBERG & SCHUBERT DO BRASIL LTDA.,Kromberg Mafra,3574096000866.0,936940
IOCHPE-MAXION S.A.,MAXION RESENDE,61156113000507.0,922862
CONDOMINIO ATRIUM CENTURY PLAZA,CONDOMÍNIO ATRIUM CENTURY PLAZA,28165718000319.0,924320
SANTA HELENA ASSISTENCIA MEDICA S/A,Hospital Maternidade Santa Helena,43293604002120.0,949027
THERMAL MANAGEMENT SOLUTIONS BRAZIL LTDA.,"WAHLER MET. PIRACICABA 11,9KV",46242558000184.0,70202
BURN INDUSTRIA E COMERCIO LTDA,BURN INDUSTRIA E COMERCIO LTDA,11636336000161.0,925485
BESTWAY AGRO LOGISTICA LTDA,BWA - FILIAL 3 - 3012288316,24629860000408.0,912213
COIM BRASIL LTDA,Coim Brasil Ltda.,65426538000108.0,905081
DOM ATACAREJO S.A.,Dom 21 - Campos 2,31698759002167.0,925923
DOM ATACAREJO S.A.,Dom 01 - REALENGO,31698759000113.0,939395
DOM ATACAREJO S.A.,DOM 05 - SÃO JOÃO DE MERITI,31698759000547.0,941540
DOM ATACAREJO S.A.,Dom 20 - Itaperuna,31698759002086.0,943827
DOM ATACAREJO S.A.,Dom 04 - Angra dos Reis,31698759000466.0,944330
DOM ATACAREJO S.A.,Dom 06 - Inhaúma,31698759000628.0,946149
DOM ATACAREJO S.A.,DOM 07 - Niterói,31698759000709.0,946812
DOM ATACAREJO S.A.,DOM 09 - CAXIAS,31698759000970.0,949045
DOM ATACAREJO S.A.,DOM 08 - Teresópolis,31698759000890.0,949733
DOM ATACAREJO S.A.,DOM 10 - MACAÉ,31698759001004.0,952031
DOM ATACAREJO S.A.,DOM 11 - Araruama,31698759001195.0,952153
DOM ATACAREJO S.A.,Dom 12 - Angra 2,31698759001276.0,957207
DOM ATACAREJO S.A.,Dom 14 - Campo Grande,31698759001438.0,957291
DOM ATACAREJO S.A.,Dom 15 - Campos 1,31698759001519.0,966585
DOM ATACAREJO S.A.,DOM 18 - Maricá,31698759001861.0,966599
DOM ATACAREJO S.A.,DOM 17 - Santa Cruz da Serra,31698759001780.0,970012
DOM ATACAREJO S.A.,Dom - Mesquita,31698759002400.0,986564
DOM ATACAREJO S.A.,DOM 23 - BELFORD ROXO,31698759002329.0,987060
FESTO BRASIL LTDA,FESTO AUTOMACAO LTDA,57582793000111.0,922879
FLEX DO BRASIL LTDA,FLEX DO BRASIL LTDA,3718581000190.0,913857
CONDOMINIO GALLERIA PLAZA,CONDOMINIO GALLERIA PLAZA,4849320000171.0,939783
IBMEC EDUCACIONAL LTDA.,IBMEC CENTRO,4298309000756.0,912113
IMOBILIARIA ALVES DA MOTTA SA,IMOBILIARIA ALVES DA MOTTA SA,33183880000219.0,928268
JARDIM SISTEMAS AUTOMOTIVOS E INDUSTRIAIS LTDA.,JARDIM MTZ SISTEMAS MAUA SP,3290201000169.0,70568
LIBRAPORT CAMPINAS S.A,LIBRA CAMPINAS,3795647000226.0,908456
LIMPPANO S A,LIMPPANO SA,33033556000133.0,901098
CONCESSIONARIA DO RODOANEL OESTE S.A.,RODOANEL TUNEL T1 INTERNO UC MTE0012949,9387725000159.0,933576
RUMO S.A,RUMOLOG ITIRAPINA,2387241000837.0,935956
DIA BRASIL SOCIEDADE LIMITADA EM RECUPERACAO JUDICIAL,DIA BRASIL - AMERICANA SP,3476811032860.0,72165
DIA BRASIL SOCIEDADE LIMITADA EM RECUPERACAO JUDICIAL,DIA BRASIL - CD OSASCO,3476811021159.0,898576
DIA BRASIL SOCIEDADE LIMITADA EM RECUPERACAO JUDICIAL,DIA BRASIL - CD MAUÁ,3476811063072.0,910230
EDENTEC INDUSTRIA E COMERCIO LTDA,Edentec Indústria e Comércio Ltda.,47799028000285.0,902197
M2B AUTOMOTIVE LTDA,FLABEG,3887803000106.0,940264
HYPOFARMA INSTITUTO DE HYPODERMIA E FARMACIA LTDA,HYPOFARMA,17174657000178.0,923372
MANUFATURA PRODUTOS KING LTDA,MANUFATURA PRODUTOS KING LTDA,33479445000155.0,922875
SAINT-GOBAIN DISTRIBUICAO BRASIL LTDA,TELHANORTE - LOJA MARGINAL,3840986001097.0,891682
SAINT-GOBAIN DISTRIBUICAO BRASIL LTDA,TELHANORTE CDG GUARULHOS,3840986005084.0,892243
SAINT-GOBAIN DISTRIBUICAO BRASIL LTDA,TELHANORTE SG MORUMBI SP,3840986002573.0,894804
TRAMONTINA SUDESTE S.A.,TRAMONTINA SUDESTE S.A.,61652608000195.0,919563
CASA DE SAUDE SANTA THEREZINHA LTDA.,Hospital Panamericano,33575127000600.0,949433
UNIMED DE SOROCABA COOPERATIVA DE TRABALHO MEDICO,UNIMED SOROCABA,45399961000230.0,907936
RECOFARMA INDUSTRIA DO AMAZONAS LTDA,Recofarma,61454393000602.0,905527
MM GLOBAL GYM LTDA.,MM GLOBAL GYM LTDA.,3602928000134.0,907956
ASSOCIACAO SHOPPING VALINHOS,Associação Shopping Valinhos,9213967000126.0,898313
CONDOMINIO DO SHOPPING SETE LAGOAS,6414 - SHOPPING SETE LAGOAS,23820713000105.0,71472
SUPERTEC EQUIPAMENTOS DE PROTECAO LTDA,Supertec Equipamentos de Proteção Ltda,3310062000198.0,898816
ESTOK DISTRIBUIDORA E SERVICOS S.A,TOK E STOK CD EXTREMA,34225363000147.0,943892
UNIPE INDUSTRIA E COMERCIO LTDA,UNIPE INDUSTRIA E COMERCIO EIRELI,2901843000194.0,946278
WABTEC BRASIL FABRICACAO E MANUTENCAO DE EQUIPAMENTOS LTDA.,WABTEC - CONTAGEM,10763773000183.0,71526
ARTESANO MOVEIS LTDA,ARTESANO MOVEIS LTDA,88174610000152.0,947760
AUTOMETAL LTDA,AUTOMETAL DDA,59104513000780.0,904822
INDUSTRIA DE MATRIZES BELGA LTDA,INDUSTRIA DE MATRIZES BELGA LTDA,89822530000129.0,924946
BEM ESTAR ALIMENTOS LTDA.,BEM ESTAR ALIMENTOS,18700410000100.0,904994
BEPLAST NORDESTE INDUSTRIA E COMERCIO DE PLASTICOS LTDA,BEPLAST SOBRAL,2313082000150.0,907964
ARIPE CITRUS AGRO INDUSTRIAL LTDA.,BIO CITRUS SP,87178448000420.0,915104
NERI DO NASCIMENTO LTDA,NERI DO NASCIMENTO EIRELI,16706221000110.0,952414
BRITAX BRITAGEM E CONSTRUCOES LTDA,BRITAX,21157133000146.0,923772
LATICNIOS BRQ SC LTDA - EM RECUPERACAO JUDICIAL,LATICINIOS BRQ SC LTDA,14700383000115.0,950326
HOSPITAL ANA COSTA S/A,Hospital Ana Costa,68253731000182.0,950469
HOSPITAL SANTA HELENA SOCIEDADE ANONIMA,Hospital Santa Helena- St André,6033403000113.0,949952
AB COMERCIO DE INSUMOS LTDA,AB AGRO FILIAL 14 UC 87357348,81175416001467.0,928224
ADIMAX - INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.,ADIMAX PE,3887324000262.0,905969
AKZO NOBEL LTDA,AKZO NOBEL,60561719009422.0,894891
ALTERNATIVA COMPONENTES LTDA,ALTERNATIVA,4572201000114.0,923786
BARAO - INDUSTRIA E COMERCIO DE ERVA MATE E CHAS S.A.,BARAO COMERCIO E INDUSTRIA DE ERVA MATE,92549468000158.0,949160
BOLZANO BRASIL INDUSTRIA DE COUROS E PELES LTDA,BOLZANO BRASIL,4923511000136.0,907249
CASSOL MATERIAIS DE CONSTRUCAO LTDA,CASSOL F20 - SC 401,75400218002003.0,897626
CASSOL MATERIAIS DE CONSTRUCAO LTDA,CASSOL F01 - CAMPINAS,75400218000132.0,897788
CASSOL MATERIAIS DE CONSTRUCAO LTDA,CASSOL F21 - ZONA SUL,75400218002186.0,899732
ESTRUTURAL INDUSTRIA DE ARTEFATOS DE PLASTICOS LTDA,ESTRUTURAL INDUSTRIA DE ARTEFATOS DE PLA,17056525000141.0,938589
FIXA INDUSTRIA PLASTICA LTDA,FIXA INDUSTRIA PLASTICA LTDA,301560000186.0,928506
LATICINIOS FRIZZO LTDA,FRIZZO MATRIZ,94385523000147.0,921236
G PANIZ INDUSTRIA DE EQUIPAMENTOS PARA ALIMENTACAO LTDA,G PANIZ,90771833000149.0,923674
HIDROPET INDUSTRIA E COMERCIO DE EMBALAGENS PLASTICAS S.A.,HIDROPET EMBALAGENS PLASTICAS,6922415000107.0,951858
ASSOCIACAO PARQUE TECNOLOGICO DE SAO JOSE DOS CAMPOS,PQ TECNOLOGICO SJC,9105890000170.0,958814
GSI BRASIL INDUSTRIA E COMERCIO DE EQUIPAMENTOS AGROPECUARIOS LTDA,AGCO GSI BRASIL - MARAU - RS,1770039000150.0,889631
ALIBRAS - ALIMENTOS BRASILEIROS LTDA,ALIBRAS - ALIMENTOS BRASILEIROS LTDA,78328051000134.0,929863
ALUMASA INDUSTRIA DE PLASTICO E ALUMINIO LTDA,ALUMASA FILIAL,80718984000260.0,953208
BEPLAST INDUSTRIA E COMERCIO DE PLASTICOS LTDA,BEPLAST RS,94272036000178.0,906491
CONDOMINIO BOULEVARD ASSIS BRASIL,CONDOMINIO BOULEVARD ASSIS BRASIL,5894721000106.0,950435
COMERCIO DE MADEIRAS BRANDES LTDA,BRANDES (UC 35439866),86864162000193.0,940375
BRASLUX INDUSTRIA DE AUTO PECAS LTDA,BRASLUX MATRIZ,88893490000143.0,935333
BRASLUX INDUSTRIA DE AUTO PECAS LTDA,BRASLUX FILIAL,88893490000496.0,937018
BRIDGESTONE DO BRASIL INDUSTRIA E COMERCIO LTDA.,BRID MAFRA,57497539001600.0,904132
BRITAMIL - MINERACAO E BRITAGEM SA - EM RECUPERACAO JUDICIAL,BRITAMIL - MINERACAO E BRITAGEM SA,10923648000193.0,946478
BASALTO SAO CRISTOVAO LTDA,BASALTO SAO CRISTOVAO LTDA,89791891000236.0,926624
CASAMIA INDUSTRIA DE MOVEIS LTDA,AS INDUSTRIA DE MOVEIS LTDA,9584311000110.0,938824
CASTERTECH USINAGEM E TECNOLOGIA LTDA,CASTERTECH USINAGEM E TECNOLOGIA LTDA,73270605000176.0,936514
CBC COUROS E ACABAMENTOS LTDA,CBC COUROS E ACABAMENTOS LTDA,90333758000134.0,907254
CEREALISTA OBELISCO LTDA,CEREALISTA OBELISCO LTDA,6537081000140.0,951494
ANSWER ALIMENTOS LTDA,ANSWER ALIMENTOS LTDA,18412859000173.0,924434
AQUAFAST PRODUTOS DE LIMPEZA E HIGIENE LTDA,AQUAFAST,4253427000152.0,947596
TREICHEL MACROMERCADO LTDA,MACRO ATACADO TREICHEL LTDA,3204565000189.0,902689
BALBINOT INDUSTRIA DE IMPLEMENTOS AGRICOLAS LTDA,BALBINOT,89843015000125.0,924321
BERTEX PRODUTOS PARA CALCADOS LTDA.,BERTEX - NOVO HAMBURGO - RS,7893101000188.0,72347
CONDOMINIO BOULEVARD LACADOR,CONDOMINIO BOULEVARD LACADOR,14544693000198.0,951055
BOXFLEX COMPONENTES PARA CALCADOS LTDA,BOXFLEX NOVO HAMBURGO,92088509000156.0,918992
"WINTER,SELBACH, SEIDL & CIA.LTDA.","WINTER, SELBACH, SEIDL & CIA.LTDA",88371075000120.0,949241
BRV - MOVEIS LTDA.,BRV - MOVEIS LTDA.,5775024000136.0,943932
CAETE S/A,CAETE S/A,88059654000131.0,934267
DAUPER INDUSTRIA E COMERCIO DE BISCOITOS LTDA.,DAUPER INDUSTRIA E COMERCIO DE BISCOITOS,92260371000120.0,937879
ESTRUTURAS METALICAS E SISTEMAS CONSTRUTIVOS DEMUTH LTDA.,DEMUTH ESTRUTURAS METALICAS,8893112000120.0,949218
"IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.",ESTACIO IREP GILBERTO GIL,2608755003033.0,888165
"IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.",ESTACIO IREP VIA CORPVS I,2608755002908.0,899689
"IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.",ESTACIO IREP SERGIPE,2608755002819.0,920026
FERROVIA NORTE SUL S/A,FNS - TIPN,9257877000218.0,919254
FERROVIA NORTE SUL S/A,FNS OFICINA IMPERATRIZ,9257877000137.0,937925
FRANZOI FERRAMENTAS INDUSTRIA E COMERCIO LTDA,FRANZOI FERRAMENTAS INDUSTRIA E COMERCIO,91501569000196.0,944030
FRIGORIFICO GASSEN LTDA,FRIGORIFICO GASSEN LTDA,73301814000130.0,913753
FUNDICAO FC2 COMPONENTES S/A,FUNDICAO CARAJAS UC 111231760,80185705000160.0,967473
GALVANOZINCO TRATAMENTOS DE SUPERFICIES LTDA,GALVANOZINCO TRATAMENTOS DE SUPERFICIES,89565220000176.0,946463
GERAPLASTIC INDUSTRIA E COMERCIO DE PECAS PLASTICAS LTDA,GERAPLASTIC INDUSTRIA E COMERCIO,11201983000140.0,947028
GRANJA MENEGON LTDA,GRANJA MENEGON LTDA,3186489000126.0,953171
GRUPO EDITORIAL SINOS SA,GRUPO EDITORIAL SINOS S.A.,91665570000156.0,909092
HIPERPAN INDUSTRIA E COMERCIO DE ALIMENTOS CONGELADOS LTDA,HIPERPAN MATRIZ,10213780000101.0,937283
COIMPA INDUSTRIAL LTDA,COIMPA INDUSTRIAL LTDA,4222428000130.0,947892
CONPASUL CONSTRUCAO E SERVICOS LTDA - EM RECUPERACAO JUDICIAL,CONPASUL CONSTRUCAO E SERVICOS LTDA,90063470000197.0,944860
DALLEMOLE ESTRUTURAS METALICAS LTDA,DALLEMOLE ESTRUTURAS METALICAS LTDA,92278209000130.0,928472
DALPIAZ ACABAMENTO EM COUROS LTDA,DALPIAZ ACABAMENTO EM COUROS LTDA,6110630000103.0,928280
DANFOSS POWER SOLUTIONS INDUSTRIA E COMERCIO ELETROHIDRAULICA LTDA.,VALMOVA CAXIAS DO SUL RS,4529320000194.0,888169
LATICINIOS SAO DOMINGOS S.A.,LATICINIOS SAO DOMINGOS S.A.,14790204000188.0,940231
DRIZZARE COMPONENTES LTDA,DRIZZARE COMPONENTES LTDA,3717123000136.0,924985
D'ZAINER PRODUTOS PLASTICOS LTDA,DZAINER - CAXIAS DO SUL RS,73960874000164.0,71856
ESSENZA DESIGN INDUSTRIA DE MOVEIS LTDA,ESSENZA DESIGN INDUSTRIA DE MOVEIS LTDA,4730746000101.0,939861
FARRPACK INDUSTRIA DE EMBALAGENS LTDA,FARRPACK INDUSTRIA DE EMBALAGENS LTDA,4705995000147.0,945246
FINILEATHER COUROS E ACABAMENTOS LTDA,FINILEATHER COUROS E ACABAMENTOS LTDA,4813006000139.0,933608
FRAMA PRODUTOS DE PAPELARIA LTDA.,FRAMA PRODUTOS DE PAPELARIA LTDA,93762201000107.0,947250
FRIGORIFICO ZIMMER LTDA,FRIGORIFICO ZIMMER LTDA,97280960000194.0,904283
CGS INDUSTRIA E COMERCIO DE MOVEIS LTDA,CGS MOVEIS UC 49173200,81453334000112.0,948304
CURTUME COBRASIL LTDA,CURTUME COBRASIL LTDA,7228182000100.0,948339
COLORTECH DA AMAZONIA LTDA,COLORTECH DA AMAZONIA LTDA,2699552000165.0,951575
COMESUL BEEF AGRO INDUSTRIAL LTDA - EM RECUPERACAO JUDICIAL,COMESUL BEEF AGRO INDUSTRIAL EIRELI,15548956000108.0,953181
"COTRILAC - COMERCIO, TRANSPORTE E INDUSTRIA DE LACTEOS LTDA","COTRILAC - COMERCIO, TRANSPORTE E INDUST",2875405000107.0,939087
COUROS HIDRO INDUSTRIA E COMERCIO LTDA,COUROS HIDRO INDUSTRIA E COMERCIO EIRELI,10859915000100.0,921240
COUROS NOBRE BENEFICIAMENTO LTDA,COUROS NOBRE BENEFICIAMENTO LTDA,91198630000178.0,928652
CRISTALGLASS DISTRIBUIDORA DE VIDROS LTDA,CRISTALGLASS DISTRIBUIDORA DE VIDROS,95032363000115.0,947073
CVPLAST INDUSTRIA DE EMBALAGENS LTDA,CV PLAST,23334109000160.0,924255
DALLEACO SOLUCOES EM ACOS PLANOS LTDA,DALLEACO,7480681000181.0,922529
DARTHEL INDUSTRIA DE PLASTICOS LTDA - EM RECUPERACAO JUDICIAL,DARTHEL INDUSTRIA DE PLASTICOS LTDA,89274120000190.0,936685
DIELAT INDUSTRIA E COMERCIO DE LATICINIOS LTDA.,DIELAT INDUSTRIA E COMERCIO DE LATICINIO,24418900000111.0,928477
DIVICAR MOVEIS LTDA,DIVICAR MOVEIS LTDA,73638470000159.0,941768
DOORMANN S/A EMBALAGENS PLASTICAS,DOORMANN EMBALAGENS PLÁSTICAS,91490516000117.0,888322
DRAKA COMTEQ CABOS BRASIL S.A.,DRAKA - JOINVILLE SC,17734000183.0,71663
DYNAMICS DO BRASIL METALURGIA LTDA,DYNAMICS,89367809000160.0,923803
EDEPEL COMERCIO DE APARAS LTDA,EDEPEL COMERCIO DE APARAS EIRELI,83151704000192.0,950327
ELASTOMER INDUSTRIA DE ARTEFATOS DE BORRACHA LTDA,ELASTOMER INDUSTRIA DE ARTEFATOS,20183542000154.0,949194
ELDORADO MINERACAO LTDA,ELDORADO MINERACAO LTDA,94100328000123.0,904315
ESCOBEL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE E BELEZA LTDA,ESCOBEL INDUSTRIA E COMERCIO DE PRODUTOS,7967531000105.0,952368
GELO POP INDUSTRIA E COMERCIO LTDA,GELO POP INDUSTRIA E COMERCIO LTDA,902160000126.0,939082
ASSOCIACAO PRO-ENSINO EM SANTA CRUZ DO SUL - APESC,HOSPITAL SANTA CRUZ,95438412001277.0,909679
INJETADOS PARANHANA LTDA,INJETADOS PARANHANA LTDA,1906571000152.0,938977
ITALIANINHO ALIMENTOS LTDA,ITALIANINHO ALIMENTOS LTDA,91784405000113.0,902327
GAZIN INDUSTRIA DE COLCHOES LTDA.,GAZIN COLCHOES CANDELARIA,28411905000505.0,948884
GAZIN INDUSTRIA DE COLCHOES LTDA.,GAZIN COLCHOES FEIRA DE SANTANA,28411905000335.0,954328
GEBB WORK INDUSTRIA DE MOVEIS LTDA,GEBB WORK INDUSTRIA DE MOVEIS LTDA,9634476000159.0,937328
GECELE METALURGICA LTDA,GECELE METALURGICA LTDA,88616313000110.0,924327
GLOBAL MICROFUSAO LTDA,GLOBAL MICROFUSAO LTDA,12999196000159.0,919045
GRAVASUL PROJETOS E MATRIZES DE SOLADOS LTDA,GRAVASUL - NOVO HAMBURGO - RS,90333063000152.0,72364
HOSPITAL DE CLINICAS DE CARAZINHO,HOSPITAL DE CARIDADE DE CARAZINHO,88450234000181.0,953803
HOTEL JATIUCA S/A,HOTEL JATIUCA,11197308000357.0,912036
INCOPEL - INDUSTRIA E COMERCIO DE PEDRAS LTDA.,INCOPEL - INDUSTRIA E COMERCIO DE PEDRAS,89717284000145.0,939874
INDESTEL INDUSTRIA DE EMBALAGENS OESTE LTDA,INDESTEL INDUSTRIA DE EMBALAGENS OESTE L,76380914000197.0,929763
EXTRAMOLD JOMO INDUSTRIA DE PLASTICOS LTDA,JOMO,97258545000134.0,923350
JOVIVA EMBALAGENS LTDA,JOVIVA EMBALAGENS EIRELI,18575461000158.0,944424
CERAMICA KASPARY LTDA,CERAMICA KASPARY LTDA,90954892000152.0,903798
HIDROVER EQUIPAMENTOS HIDRAULICOS LTDA.,HIDROVER EQUIPAMENTOS HIDRAULICOS LTDA.,88818125000174.0,928481
HIDROMINERADORA PASSO DO LOURO S.A.,HIDROMINERADORA PASSO DO LOURO S.A.,11427238000114.0,940170
IMAPLAST - RECUPERADORA DE PLASTICOS LTDA,IMAPLAST - RECUPERADORA DE PLASTICOS,4801086000102.0,943903
INDUPLAST INDUSTRIA E COMERCIO DE PLASTICOS URUSSANGA LTDA,INDUPLAST INDUSTRIA E COMERCIO DE PLASTI,3266173000144.0,939915
CERAMICA KASPARY LTDA,CERAMICA KASPARY LTDA.,90954892000314.0,900042
KORETECH EMBALAGENS DA AMAZONIA LTDA,KORETECH EMBALAGENS DA AMAZONIA LTDA,13524220000166.0,944793
METALURGICA MANZATO LTDA,METALURGICA MANZATO LTDA,88664511000159.0,925559
MAR - MARACANAU RECICLAGEM DE SUBPRODUTOS LTDA,MAR - MARACANAU RECICLAGEM,26644488000183.0,948307
MARANHAO INDUSTRIA DE COUROS LTDA,MARANHAO COUROS,10481071000107.0,906607
METAL CROMO FLORES LTDA,METAL CROMO FLORES LTDA,28754029000188.0,949955
ANTONIAZZI INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,ANTONIAZZI ALIMENTOS CANOAS,11780083000103.0,924739
MULTILAR INDUSTRIA E COMERCIO LTDA,MULTILAR INDUSTRIA E COMERCIO LTDA,29331495000113.0,925604
MV INDUSTRIA E COMERCIO DE PLASTICOS LTDA,MV PLÁSTICOS,7326180000145.0,941069
